Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1900,NA,NA,0.00471,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2100,NA,NA,0.004654,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2300,NA,NA,0.004729,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2500,NA,NA,0.004799,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2700,NA,NA,0.004915,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1700,NA,NA,0.003946,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1900,NA,NA,0.004047,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2100,NA,NA,0.00407,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2300,NA,NA,0.004197,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2500,NA,NA,0.004256,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2700,NA,NA,0.004315,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1700,NA,NA,0.003314,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1900,NA,NA,0.003457,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2100,NA,NA,0.003553,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2300,NA,NA,0.003659,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2500,NA,NA,0.003869,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,2700,NA,NA,0.003903,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.35,6.95567E-07,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.3,0.000000823,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.25,1.06381E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.2,1.34999E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,1900,NA,1.41848E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.15,1.69663E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2000,NA,1.74457E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2100,NA,0.000002125,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.0055,2000,NA,2.2379E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.1,2.34188E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.005,2000,NA,2.75008E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,NA,0.05,2.81326E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2200,NA,2.94565E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.0045,2000,NA,2.96136E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2300,NA,3.19022E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2400,NA,3.64674E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2000,NA,3.70362E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.0035,2000,NA,4.21138E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2500,NA,4.23913E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.003,2000,NA,4.57311E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.0025,2000,NA,4.92156E-06,NA,meander,aligned,Xu2019
PEO,2000000,CF/DMF,,,,,xy stage,5,NA,3.334E-12,NA,0.004,2700,NA,5.07609E-06,NA,meander,aligned,Xu2019
Gelatin,NA,CF/DMF,,,,,xy stage,11,NA,NA,PDMS,0.00125,1000,NA,9.01907E-07,0.00004,straight,aligned,Xue2014
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,2.88864E-06,NA,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,4.41184E-06,NA,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,6.04195E-06,NA,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,6.54441E-06,NA,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,7.21421E-06,0.002281,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,9.33712E-06,NA,straight,aligned,Zhang2019
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,8,NA,NA,NA,0.003,2500,0.08,1.00256E-05,0.002061,straight,aligned,Zhang2019
PEO/SU8,,CF/DMF,0.032,0.0088,25,1149.1,,0.25,,,,0.0001,200,,0.0000012,,,,Aguirre2020
PEO/SU8,,CF/DMF,0.056,0.00981,25,1215.525,,0.5,,,,0.0001,200,,0.00000209,,,,Aguirre2020
PEO/SU8,,CF/DMF,0.08,0.010825,25,1267.176786,,0.75,,,,0.0001,200,,0.00000216,,,,Aguirre2020
PEO/SU8,,CF/DMF,0.2,0.01184,25,1318.828571,,1,,,,0.0001,200,,0.000003494,,,,Aguirre2020
